Patient ID: test 
Source fiber Name: miniLBS
Study File: 
Number of Lasers: 4 
Data Calibrated: 
Source-Detector (mm): 10.000 
Number of Scans: 1 
Number of sweeps per scan: 74
Freq Range (MHz): 50 - 299 
Number of Points: 250 
Date acquired: test 
Laser names: 785,808,830,850,
Comment: 
Pos X: 749.774, Pos Y: 434.863, Theta: 1.526, Phi: 0.087
*****************************end of header
Frequency (MHz) 	Phase 	Amplitude 	Phase 	Amplitude 	Phase 	Amplitude 	Phase 	Amplitude 	
50.0	-30.868471802917817	1.1089573642022943	-39.83458593189709	1.4097462910939806	68.42366200047051	1.2290959849256686	45.709214358943306	0.8133061879090596
51.0	-10.841055513035167	1.1173528016868985	-19.763359098714783	1.4183545250093386	90.22702087223583	1.230050409103229	67.60825316937931	0.826386176622776
52.0	9.367697465222939	1.1223222521461194	0.26266079287302396	1.4209828751369866	113.12598195167865	1.2412211122982622	89.15594608692392	0.8224429606922146
53.0	29.19567601194889	1.1256370181963296	19.632394559199874	1.4383189957859586	135.03019736400395	1.242768176199079	110.3911527286826	0.828387663435293
54.0	48.9063874769985	1.1399578604839191	39.81939442006966	1.453097055906625	157.0075546953727	1.2435285915309031	132.17999848544028	0.8333898838555969
55.0	69.68220966619558	1.148351219483662	59.86706105507343	1.4639643145308834	178.86697399290338	1.2629315064188278	154.26217085534194	0.8360700677488102
56.0	90.51693612062209	1.162652825926236	80.60651943959779	1.463093410170789	202.1897473922023	1.2719193443364396	176.6169045361627	0.8481962559619551
57.0	111.69605405392569	1.1298481058090295	102.20572507217837	1.4298273379833208	225.54994795563127	1.2332390291704036	199.83159301758118	0.816225536306887
58.0	132.23747974293198	1.0723057442920356	122.27620041650219	1.3633324315993414	247.72628546056814	1.1854051981338716	221.0637989028589	0.7872380293858453
59.0	151.50783550988808	0.9944119478683396	141.6870591628364	1.2616791698384127	269.2041940959937	1.0913009083765914	242.7452271841646	0.7222826661361371
60.0	167.00362740913604	0.9282488831071085	157.0725102347037	1.175837055779119	287.3197578541298	1.0123718940426683	259.9838083773871	0.6746736054566129
61.0	182.53385637924248	0.9098263012930387	171.99834779260718	1.1475640593253538	304.79017749080185	0.988140733415754	275.9359685932342	0.6564869253511502
